Date,SP500_Close,VIX_Close,SP500_Volume,SP500_LogRet,VIX_LogRet,MACD_Line,MACD_Signal,MACD_Hist,RSI,BB_MA,BB_Upper,BB_Lower,SP500_Close_Scaled,VIX_Close_Scaled,SP500_Volume_Scaled,SP500_LogRet_Scaled,VIX_LogRet_Scaled,MACD_Line_Scaled,MACD_Signal_Scaled,MACD_Hist_Scaled,RSI_Scaled,BB_MA_Scaled,BB_Upper_Scaled,BB_Lower_Scaled,volatility_direction
2010-02-23,1094.5999755859375,21.3700008392334,4521050000,-0.0121766449451987,0.06926031728570058,-1.2292318316517594,-4.577462089191964,3.3482302575402043,46.65747676270667,1086.4719970703125,1119.038737678803,1053.9052564618219,0.014211595117577719,0.16628144319562602,0.4257987287397307,0.5313241036333431,0.37525584748712104,0.71537675315965,0.6917863800296958,0.528750147362374,0.44756095022652154,0.004021784784833948,0.001424083676398763,0.00880605491276884,0
2010-02-24,1105.239990234375,20.270000457763672,4168360000,0.009673519697189884,-0.052846125555405736,-0.2941421281207113,-3.617749771529497,3.323607643408786,52.94725956511808,1087.1254943847657,1120.6831226657268,1053.5678661038046,0.01631117394803333,0.15132562606318314,0.3925818977736463,0.6318607011099509,0.26611857335254907,0.7182137632610799,0.6952075115415467,0.5285485158668912,0.5135684243028954,0.004153525394064911,0.0017498383071332946,0.008737324978801392,0
2010-02-25,1102.93994140625,20.100000381469727,4521130000,-0.0020832085528651543,-0.008422149003594115,0.2677266543330461,-2.767629730914693,3.035356385247739,69.30306246348977,1087.3974914550781,1121.3944888301241,1053.400494080032,0.015857308611555182,0.1490142722705994,0.4258062632501429,0.5777658475899622,0.30582419079807427,0.7199184418662234,0.6982379743232343,0.526188062506919,0.685212703561417,0.004208358151536862,0.0018907607942898752,0.0087032295523361,0
2010-02-26,1104.489990234375,19.5,3945190000,0.0014043925568579447,-0.03030536847392214,0.8213132659629991,-1.9968752896430169,2.818188555606016,68.8410061530014,1088.395489501953,1123.2003329889249,1053.5906460149813,0.016163177523698224,0.1408565514772052,0.3715634391649502,0.593812937150422,0.28626523169066675,0.7215979928261794,0.7009855188304842,0.524409702417787,0.680363701474303,0.0044095477628768864,0.0022485006798958207,0.008741965484238973,0
2010-03-01,1115.7099609375,19.260000228881836,3847640000,0.010107257423603737,-0.012384047315929621,2.095966080334165,-1.1306878580014121,3.226653938335577,78.51265912332796,1090.4874877929688,1126.6205826796122,1054.3543929063253,0.018377198250640825,0.1375934683463834,0.3623760455310464,0.6338564075920107,0.3022830936033152,0.7254652185014613,0.7040732577945688,0.5277545741496483,0.7818618617080334,0.004831280374890917,0.0029260562303718707,0.008897548689753149,0
2010-03-02,1118.31005859375,19.059999465942383,4134680000,0.0023277310028862693,-0.010438548047527947,3.2673820157338014,-0.21060835894681576,3.4779903746806173,75.90801402836269,1091.9434936523437,1130.144114622778,1053.7428726819094,0.018890271792036867,0.1348742194376921,0.3894098688901007,0.5980613859471391,0.30402195751617567,0.7290192292334321,0.7073531083390427,0.5298127366688302,0.754527683567866,0.005124801242866295,0.00362407211847271,0.00877297564359128,0
2010-03-03,1118.7900390625,18.829999923706055,3951320000,0.00042910952140039855,-0.012140531588905705,4.183420463858056,0.7002452167395506,3.4831752471185053,78.04468964054061,1092.7169982910157,1132.481998742604,1052.9519978394273,0.018984985649537794,0.13174710134557285,0.37214077102528675,0.5893254818123811,0.30250074503953683,0.7317984388865949,0.7106000708017655,0.5298551949382065,0.7769508044467592,0.0052807345115850335,0.004087209756075877,0.008611866191561485,0
2010-03-04,1122.969970703125,18.719999313354492,3945010000,0.00372915607957138,-0.005858904247674105,5.172837975075254,1.6206714640595175,3.552166511015736,76.43768855755883,1094.0014953613281,1135.9849129466456,1052.0180777760106,0.019809805565241256,0.13025151185252468,0.3715464865165227,0.6045095986326849,0.30811518821878264,0.7348002765319621,0.7138811574160445,0.5304201557356507,0.7600862980467994,0.005539680375409917,0.0047811412454207,0.008421616936465093,0
2010-03-05,1138.699951171875,17.420000076293945,4133000000,0.013910282801603982,-0.07197345856563178,7.097224728104038,2.7412145029299695,4.356010225174069,82.59559827196799,1097.7809936523438,1141.6236773418311,1053.9383099628565,0.022913780050888927,0.11257647174407007,0.38925164417144403,0.6513548218089728,0.24902279251061016,0.7406387588046089,0.7178756097431773,0.5370027309794941,0.8247098436615509,0.0063016014980121215,0.005898187209692651,0.008812788255585319,1
2010-03-08,1138.5,17.790000915527344,3774680000,-0.00017561143217653642,0.0210175773367425,8.507143324308345,3.9155553104991427,4.5915880138092025,78.05061427312002,1101.3964965820312,1146.1859807906253,1056.607012373437,0.022874323972916777,0.11760707444534504,0.3555045720350995,0.5865430502796918,0.33213706511735197,0.7449163733313446,0.7220618374996499,0.5389318479112508,0.7770129798896453,0.007030462272339583,0.006801984974254521,0.009356430763734741,1
