SP500_Close,VIX_Close,SP500_Volume,SP500_LogRet,VIX_LogRet,MACD_Line,MACD_Signal,MACD_Hist,RSI,BB_MA,BB_Upper,BB_Lower,SP500_Close_Scaled,VIX_Close_Scaled,SP500_Volume_Scaled,SP500_LogRet_Scaled,VIX_LogRet_Scaled,MACD_Line_Scaled,MACD_Signal_Scaled,MACD_Hist_Scaled,RSI_Scaled,BB_MA_Scaled,BB_Upper_Scaled,BB_Lower_Scaled,volatility_direction,cum_logret,trend_ma,regime_trend_only,vol_roll,regime,prediction_lstm,benchmark_value,regime_pred,signal
3744.52001953125,30.520000457763672,4252100000,-0.0102979229113952,0.0667253120359699,-78.64395869603868,-88.29571709101938,9.651758394980703,41.249902980426754,3803.63701171875,4089.822151944923,3517.451871492576,0.5371165168212907,0.2906866010136799,0.4004686465476402,0.5399684467755689,0.3729900901983558,0.4805047817494671,0.3933519898141775,0.5803689478027464,0.3908117273259986,0.5517837518103682,0.5899398277400204,0.5106561883066056,1,1.2177278207072146,1.2810093760220491,bear,0.014514416798869001,bear,buy,sell,bear,buy
3639.659912109375,31.36000061035156,4449660000,-0.028403196531478,0.0271509935298822,-81.33766768019586,-86.90410720885468,5.566439528658819,34.0222198504261,3782.252001953125,4048.7009440139577,3515.8030598922924,0.5164246222161831,0.302107404937896,0.4190751200106236,0.4566627767297283,0.3376190389499954,0.4723322186579171,0.3983127268313626,0.5469147845630494,0.3149615554165875,0.5474726794423197,0.5817936673144326,0.510320308191127,1,1.1893246241757367,1.2787623838309146,bear,0.01487014556557758,bear,buy,sell,bear,buy
3612.389892578125,32.45000076293945,3834320000,-0.0075206731336527,0.0341672517163818,-84.69658462263897,-86.46260269161155,1.7660180689725848,34.73408843124473,3757.3509887695313,3984.919642037647,3529.7823355014157,0.5110434683732857,0.3169272570316362,0.3611215495474114,0.5527470801436315,0.3438900863679877,0.4621414516549322,0.3998865786917242,0.515793610414296,0.3224321864972276,0.5424528047240598,0.5691585151826144,0.5131680323975147,1,1.181803951042084,1.276082822661472,bear,0.014698269860088011,bear,buy,buy,bear,buy
3588.840087890625,33.630001068115234,4759030000,-0.0065405184123237,0.0357180908516338,-88.24162836033474,-86.8184078253562,-1.4232205349785405,36.68648560221664,3740.15849609375,3963.8740702540504,3516.4429219334493,0.5063964191898995,0.3329707685410198,0.4482120135884895,0.5572569509979629,0.3452762077871733,0.4513859863173549,0.3986182234432504,0.4896773359304434,0.3429214163638466,0.5389869152564021,0.564989362265579,0.5104506547608849,0,1.1752634326297602,1.2733289926546814,bear,0.014708408773766193,bear,buy,buy,bear,buy
3577.030029296875,33.56999969482422,4006830000,-0.0032961996501662,-0.0017857556117495,-90.95559461403856,-87.64584518309267,-3.309749430945871,37.691131447615035,3721.709497070312,3934.53997855267,3508.8790155879547,0.5040659572658157,0.3321549783088047,0.3773687794375676,0.5721846540526149,0.3117557196184911,0.4431519637977797,0.3956686186850978,0.4742287876757711,0.3534645681195237,0.535267722664031,0.5591782436491339,0.5089098081678856,0,1.171967232979594,1.2706429324224644,bear,0.014697729954062894,bear,buy,buy,bear,buy
3669.909912109375,31.940000534057617,5021680000,0.0256342593076311,-0.0497736423936962,-84.63616903729326,-87.0439099539328,2.40774091663954,48.47221666847044,3710.137487792969,3906.36189714802,3513.9130784379176,0.5223938113310317,0.3099931956538851,0.4729487530856174,0.7052989785740454,0.2688647219528296,0.4623247491773649,0.3978143654288593,0.5210485982384955,0.466605550183,0.5329348843822105,0.553596132053752,0.5099352992616417,1,1.1976014922872251,1.2681592082509987,bear,0.015019555630835683,bear,buy,buy,bear,buy
3583.070068359375,32.02000045776367,4243030000,-0.0239471207445284,0.0025015623572302,-85.6479323285921,-86.76471442886466,1.1167821002725589,45.56752928644443,3695.624487304688,3883.7990162068054,3507.44995840257,0.5052578295112747,0.3110808900308257,0.3996144214296545,0.4771659951287655,0.3155876729994564,0.4592551156792826,0.398809626812088,0.5104770985853117,0.4361226093419355,0.530009162296122,0.5491263983796068,0.5086186943181468,0,1.1736543715426968,1.2652120945136338,bear,0.015320251835705359,bear,sell,sell,bear,sell
3677.949951171875,31.3700008392334,4352780000,0.0261355245575618,-0.0205086729094235,-77.89581397258871,-84.99093433760949,7.095120365020776,51.70526250603332,3684.527490234375,3846.307730952393,3522.747249516357,0.5239803407080509,0.3022433699765985,0.4099508279014222,0.7076053915226934,0.295021400690094,0.4827746111890857,0.4051327038984249,0.5594329599893638,0.5005344148218304,0.5277720832410991,0.5416993299735268,0.5117349120260559,0,1.1997898961002587,1.2628202326477989,bear,0.01586257165710015,bear,buy,buy,bear,buy
3719.97998046875,30.5,4483740000,0.0113627682070874,-0.0281253653419587,-67.58169253639562,-81.50908597736672,13.927393440971102,50.054065652754424,3677.7299926757814,3819.355876828598,3536.104108522965,0.5322740661088995,0.2904146709362749,0.4222848214462304,0.6396332419698063,0.2882136923442697,0.514067081410241,0.4175446120562009,0.6153815863414641,0.4832061004886214,0.526401754014323,0.5363601354676636,0.514455843480444,1,1.211152664307346,1.2606803924885477,bear,0.01598093330471195,bear,sell,sell,bear,sell
3695.159912109375,30.760000228881836,4223800000,-0.0066944552396843,0.0084884684649691,-60.71061489811518,-77.34939176151642,16.638776863401233,53.353115833512675,3672.991491699219,3804.813453372784,3541.169530025654,0.5273763576169797,0.2939496841445017,0.3978033134893165,0.5565486595455884,0.3209386978749291,0.5349135484324964,0.4323728691282482,0.6375847647438031,0.5178276408698839,0.525446504479723,0.5334792640047734,0.5154877226587435,0,1.2044582090676617,1.2584918181092215,bear,0.015991235791504688,bear,sell,sell,bear,sell
